pl_name,hostname,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,source,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_kepmag,toi,tid,tfopwg_disp,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,toi_created
EPIC 211663688.01,EPIC 211663688,1.0,CANDIDATE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.855516,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,3110.0,110.0,-110.0,0.0,0.189,0.01,-0.01,0.0,,,,,,,,,,5.092,0.026,-0.026,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h53m01.57s,133.2565282,+15d25m20.23s,15.4222864,99.1062,1.2338,-1.2039,19.11,0.2,-0.2,13.251,0.025,-0.025,17.2515,0.000936,-0.000936,2019-02-26,2018-07,2019-02-26,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 211664543.01,EPIC 211664543,1.0,FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,0.698333,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4081.0,124.0,-124.0,0.0,0.664517,,,0.0,0.64,,,0.0,,,,,,4.59923,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h04m08.75s,136.0364522,+15d26m05.79s,15.4349422,405.703,13.585,-12.747,16.19,0.309,-0.309,12.894,0.029,-0.029,15.7351,0.003434,-0.003434,2019-02-26,2018-07,2019-02-26,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 211673349.01,EPIC 211673349,1.0,CANDIDATE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,4.894289,,,0.0,,,,,4.1,,,0.0,0.37,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,4440.0,50.0,-50.0,0.0,0.686,0.008,-0.008,0.0,,,,,,,,,,4.62,0.018,-0.018,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h43m06.58s,130.7774233,+15d33m15.54s,15.554317,300.045,2.951,-2.895,14.755,0.069,-0.069,11.896,0.021,-0.021,14.4269,0.000224,-0.000224,2019-02-26,2018-07,2019-02-26,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 211679060.01,EPIC 211679060,1.0,CANDIDATE,Zink et al. 2021,1.0,0.0,Transit,2021.0,K2,Published Candidate,0.0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,12.601781,0.003343,-0.004296,0.0,,,,,2.788,0.244,-0.224,0.0,0.24872913,0.02176826,-0.01998398,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G2,5791.0,138.0,-138.0,0.0,1.088,0.07,-0.064,0.0,0.803,0.368,-0.245,0.0,-0.289,0.198,-0.198,0.0,[Fe/H],4.269,0.151,-0.151,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h56m59.72s,134.2488531,+15d37m59.80s,15.6332775,651.939,12.755,-12.755,13.901,0.103,-0.103,12.188,0.021,-0.021,13.6743,0.000236,-0.000236,2021-11-19,2021-12,2021-11-19,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 211682423.01,EPIC 211682423,1.0,CANDIDATE,Barros et al. 2016,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,6.96350934,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6244.89,141.37,-99.77,0.0,1.23998,0.063157,-0.06828,0.0,1.21,0.209531,-0.145559,0.0,-0.5877,0.1066,-0.1066,0.0,[M/H],4.33403,0.072338,-0.103807,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h48m22.24s,132.0926716,+15d40m43.89s,15.6788582,530.425,16.54,-15.586,12.702,0.103,-0.103,11.331,0.02,-0.02,12.5463,0.000196,-0.000196,2016-12-21,2016-10,2016-12-21,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 211685045.01,EPIC 211685045,1.0,CANDIDATE,Adams et al. 2016,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>,0.769057,0.00052,-0.00052,0.0,,,,,2.06,0.52,-0.52,0.0,0.184,0.046,-0.046,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=ADAMS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...47A/abstract target=ref>Adams et al. 2016</a>,,3832.0,,,0.0,0.54,0.13,-0.13,0.0,,,,,-0.058,,,0.0,[Fe/H],4.9,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h13m26.29s,123.359527,+15d42m49.31s,15.713698,201.71,2.1455,-2.1455,15.84,0.275,-0.275,11.969,0.021,-0.021,15.0987,0.000419,-0.000419,2016-06-09,2016-08,2016-06-09,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 211694226.01,EPIC 211694226,1.0,CANDIDATE,Dressing et al. 2017,1.0,0.0,Transit,2017.0,K2,Published Candidate,0.0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,1.91828,0.00019,-0.00017,0.0,,,,,1.0,0.14,-0.11,0.0,0.089,0.012,-0.01,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m21.54s,132.5897575,+15d50m16.76s,15.8379892,,,,15.642,0.206,-0.206,11.058,0.024,-0.024,,,,2017-12-14,2017-11,2017-12-14,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 211705502.01,EPIC 211705502,0.0,FALSE POSITIVE,del Ser et al. 2022,1.0,0.0,Transit,2022.0,K2,Published Candidate,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,2.5844972,7.82e-05,-7.79e-05,0.0,0.026,0.0025,-0.0024,0.0,10.29,1.31,-1.32,0.0,0.91801389,0.11687057,-0.11776272,0.0,,,,,,,,,,,,,,,,,,2277.0,118.0,-116.0,0.0,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,6471.0,314.0,-269.0,0.0,1.39,0.12,-0.09,0.0,1.26,0.1,-0.1,0.0,0.01,0.15,-0.16,0.0,[Fe/H],4.24,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h17m58.22s,124.4925984,+15d59m16.50s,15.9879159,774.157,16.807,-16.12,13.318,0.08,-0.08,11.853,0.02,-0.02,13.2136,0.000214,-0.000214,2022-04-18,2022-01,2022-04-18,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 211705502.01,EPIC 211705502,0.0,FALSE POSITIVE,del Ser et al. 2022,1.0,0.0,Transit,2022.0,K2,TESS Project Candidate,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.5840753,4.04e-05,-4.04e-05,0.0,,,,,7.01829,2.16662,-2.16662,0.0,0.62613097,0.19329322,-0.19329322,0.0,,,,,,,,,,,,,,1881.65,,,0.0,1834.0,,,0.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6119.0,126.2,-126.2,0.0,1.4,0.07,-0.07,0.0,,,,,,,,,,4.2,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h17m58.22s,124.4925984,+15d59m16.50s,15.9879159,774.157,16.807,-16.12,13.318,0.08,-0.08,11.853,0.02,-0.02,13.2136,0.000214,-0.000214,2024-09-30,2017-07,2024-09-30,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 211705502.01,EPIC 211705502,1.0,FALSE POSITIVE,del Ser et al. 2022,1.0,0.0,Transit,2022.0,K2,Published Confirmed,0.0,<a refstr=DEL_SER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2899D/abstract target=ref>del Ser et al. 2022</a>,2.5819,,,0.0,0.0368,,,0.0,1.9422,,,0.0,0.17327178,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h17m58.22s,124.4925984,+15d59m16.50s,15.9879159,774.157,16.807,-16.12,13.318,0.08,-0.08,11.853,0.02,-0.02,13.2136,0.000214,-0.000214,2022-11-07,2022-10,2022-11-07,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 211705654.01,EPIC 211705654,1.0,FALSE POSITIVE,Rizzuto et al. 2017,1.0,0.0,Transit,2017.0,K2,Published Candidate,0.0,<a refstr=RIZZUTO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..224R/abstract target=ref>Rizzuto et al. 2017</a>,2.5331,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5301.32,115.76,-112.34,0.0,1.54022,0.081713,-0.105142,0.0,0.91,0.121482,-0.100748,0.0,0.239,0.046,-0.046,0.0,[M/H],4.02194,0.070702,-0.100345,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h45m05.63s,131.2734657,+15d59m23.87s,15.9899642,377.686,11.886,-11.194,12.316,0.046,-0.046,10.263,0.018,-0.018,12.1208,0.000444,-0.000444,2017-12-14,2017-12,2017-12-14,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 211710534.01,EPIC 211710534,1.0,FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,3.022569,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6481.66,121.56,-95.46,0.0,1.89113,0.106828,-0.118594,0.0,1.32,0.279135,-0.135561,0.0,-0.613,0.012,-0.012,0.0,[M/H],4.0052,0.080762,-0.100934,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h46m56.98s,131.7374294,+16d03m19.14s,16.0553155,720.982,32.225,-29.628,12.297,0.057,-0.057,10.999,0.02,-0.02,12.1335,0.000269,-0.000269,2019-02-26,2018-07,2019-02-26,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 211711685.01,EPIC 211711685,1.0,CANDIDATE,Zink et al. 2021,1.0,0.0,Transit,2021.0,K2,Published Candidate,0.0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,15.462807,0.003123,-0.002986,0.0,,,,,1.266,0.07,-0.065,0.0,0.11294515,0.00624499,-0.00579892,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G7,5509.0,21.0,-21.0,0.0,0.919,0.016,-0.015,0.0,0.802,0.073,-0.068,0.0,0.044,0.02,-0.02,0.0,[Fe/H],4.414,0.035,-0.035,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h54m03.44s,133.5143161,+16d04m16.81s,16.071337,290.239,3.308,-3.236,12.531,0.08,-0.08,10.843,0.019,-0.019,12.3801,0.000135,-0.000135,2021-11-19,2021-12,2021-11-19,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 211718105.01,EPIC 211718105,1.0,FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2.958763,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5935.86,48.61,-48.61,0.0,2.34828,,,0.0,1.08,,,0.0,-0.462,0.047,-0.047,0.0,[M/H],3.72999,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m32.26s,130.1344144,+16d09m33.06s,16.1591838,1793.74,114.625,-114.625,14.259,0.126,-0.126,12.744,0.03,-0.03,14.082,0.000485,-0.000485,2019-02-26,2018-07,2019-02-26,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 211718187.01,EPIC 211718187,1.0,CANDIDATE,Kruse et al. 2019,1.0,0.0,Transit,2019.0,K2,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,5.51633,0.00041,-0.00041,0.0,,,,,1.38,0.19,-0.25,0.0,0.123,0.017,-0.022,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.306,0.032,-0.024,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h56m55.84s,134.232657,+16d09m36.76s,16.1602115,159.941,1.911,-1.866,17.0912,0.0466,-0.0466,12.348,0.023,-0.023,15.9462,0.000648,-0.000648,2019-09-05,2019-09,2019-09-05,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 211719484.01,EPIC 211719484,1.0,CANDIDATE,Barros et al. 2016,1.0,0.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,0.36091387,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6175.0,130.93,-121.01,0.0,1.92205,0.177944,-0.121795,0.0,1.18,0.166046,-0.172203,0.0,,,,,,3.94242,0.105578,-0.098863,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h13m55.65s,123.4818695,+16d10m41.05s,16.1780684,807.271,53.865,-47.644,12.639,0.092,-0.092,11.222,0.02,-0.02,12.5713,0.000688,-0.000688,2016-12-21,2016-10,2016-12-21,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 211721325.01,EPIC 211721325,1.0,FALSE POSITIVE,Yu et al. 2018,1.0,0.0,Transit,2018.0,K2,Published Candidate,0.0,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,1.052364,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5157.0,124.0,-124.0,0.0,1.1112,,,0.0,0.87,,,0.0,,,,,,4.286,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h49m57.35s,132.4889642,+16d12m13.09s,16.2036359,1241.86,80.45,-71.43,15.948,0.172,-0.172,13.51,0.034,-0.034,15.5423,0.002626,-0.002626,2019-02-26,2018-07,2019-02-26,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 211724246.01,EPIC 211724246,1.0,CANDIDATE,Zink et al. 2021,1.0,0.0,Transit,2021.0,K2,Published Candidate,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,4.7464962,0.0001276,-0.0001258,0.0,0.0651,0.0082,-0.0077,0.0,11.6,1.3,-1.28,0.0,1.03488447,0.11597843,-0.11419415,0.0,,,,,,,,,,,,,,,,,,1775.0,96.0,-97.0,0.0,0.0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,6486.0,290.0,-302.0,0.0,2.1,0.23,-0.19,0.0,1.5,0.13,-0.11,0.0,0.07,0.15,-0.14,0.0,[Fe/H],3.97,0.07,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h44m45.93s,131.1913594,+16d14m37.15s,16.2436537,1175.98,44.55,-41.48,13.486,0.08,-0.08,11.906,0.024,-0.024,13.2538,0.000285,-0.000285,2022-04-19,2022-01,2022-04-19,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 211724246.01,EPIC 211724246,0.0,CANDIDATE,Zink et al. 2021,1.0,0.0,Transit,2021.0,K2,TESS Project Candidate,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,4.7464485,1.68e-05,-1.68e-05,0.0,,,,,10.3209,0.71537,-0.71537,0.0,0.92077061,0.06382115,-0.06382115,0.0,,,,,,,,,,,,,,281.823,,,0.0,1141.0,,,0.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5890.5,110.4,-110.4,0.0,2.26,0.13,-0.13,0.0,,,,,,,,,,3.76,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h44m45.93s,131.1913594,+16d14m37.15s,16.2436537,1175.98,44.55,-41.48,13.486,0.08,-0.08,11.906,0.024,-0.024,13.2538,0.000285,-0.000285,2023-02-22,2017-07,2023-02-22,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC 211724246.01,EPIC 211724246,0.0,CANDIDATE,Zink et al. 2021,1.0,0.0,Transit,2021.0,K2,Published Candidate,0.0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,4.746159,0.00031,-0.000325,0.0,,,,,12.597,1.765,-0.999,0.0,1.123831,0.15746302,-0.08912496,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=ZINK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..259Z/abstract target=ref>Zink et al. 2021</a>,G1,5878.0,138.0,-138.0,0.0,2.207,0.153,-0.146,0.0,1.677,0.759,-0.516,0.0,0.016,0.198,-0.198,0.0,[Fe/H],3.977,0.151,-0.151,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h44m45.93s,131.1913594,+16d14m37.15s,16.2436537,1175.98,44.55,-41.48,13.486,0.08,-0.08,11.906,0.024,-0.024,13.2538,0.000285,-0.000285,2021-11-19,2021-12,2021-11-19,Caltech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
